Timestamps (secs),zScore,Events
66313.72685,2.4361233313385724,
66313.76016,1.8412555759705007,
66313.7935,2.1446139476796073,
66313.82682,1.3446080372201923,
66313.86016,1.610131647629115,
66313.8935,2.592432802313838,
66313.92682,2.0795948746239703,
66313.96016,2.3258935983023736,
66313.9935,1.9628265002555412,
66314.02682,2.237239406330881,
66314.06016,1.9715519305022298,
66314.0935,1.9683040405763792,
66314.12682,2.4973516617865337,
66314.16016,2.209537986611289,
66314.19347,1.3862009060780875,
66314.22682,2.676902793580951,
66314.26016,0.91559199547621,
66314.29347,2.75292911992169,
66314.32682,2.1280019430101857,
66314.36013,3.161891412528999,
66314.39347,2.5799554716336344,
66314.42682,1.9739716491450692,
66314.46013,2.369978803392575,
66314.49347,3.0481904040141994,
66314.52678,2.492024656416188,
66314.56013,2.2428674816022687,
66314.59347,2.5180532911467886,
66314.62678,2.6330826951586004,
66314.66013,2.1893963266957317,
66314.69347,3.3570067784506823,
66314.72678,2.4909440178114206,
66314.76013,3.0142618643916577,
66314.79347,2.2926329346072256,
66314.82678,2.6591801611850614,
66314.86013,2.19623225163534,
66314.89347,2.846847918189537,
66314.92678,1.8585287913326833,
66314.96013,2.7338636211941507,
66314.99344,2.1435595119028763,
66315.02678,1.789695651782332,
66315.0601,2.712841384339422,
66315.09344,1.8210684086461502,
66315.12678,2.138314210187191,
66315.1601,2.371775462393556,
66315.19344,1.892546607197184,
66315.22678,2.3920876529635042,
66315.2601,2.6378890313688754,
66315.29344,1.6391004371498914,
66315.32678,1.8854613268895224,
66315.3601,1.1195833265951316,
66315.39344,1.6356329479649538,
66315.42675,1.933693845315007,
66315.4601,2.0297739207923895,
66315.49344,1.7770482485581742,
66315.52675,1.677737399917784,
66315.5601,2.19309203517951,
66315.59344,2.5004811937014195,
66315.62675,1.53529984048736,
66315.6601,1.2862288467449075,
66315.69344,1.4297454463043195,
66315.72675,0.9574663966416566,
66315.7601,1.5200269158559816,
66315.79344,0.8859948633253134,
66315.82675,0.4658252557672484,
66315.8601,1.70104812504553,
66315.89344,1.0948120682479139,
66315.92675,0.7340627564726563,
66315.96006,1.5315479400538157,
66315.99344,1.2129554858875193,
66316.02675,1.0186607186615775,
66316.06006,1.344541393742187,
66316.09344,0.7791462053897935,
66316.12675,1.272260302600331,
66316.16006,1.966345470960733,
66316.19344,1.4961326643837658,
66316.22672,1.2147916781858892,
66316.26006,2.659123969235324,
66316.29344,1.796131453390661,
66316.32672,2.0009190118657716,
66316.36006,2.362195425023056,
66316.39344,2.1933631159588223,
66316.42672,1.2784095051422555,
66316.46006,2.582646038043023,
66316.49344,1.3779008778548671,
66316.52672,1.1333928390660115,
66316.56006,1.7909356783900796,
66316.59344,2.3449739241938046,
66316.62672,1.5961047237169748,
66316.66003,2.0623500499076797,
66316.69344,1.5453148240569585,
66316.72672,1.9158528549080949,
66316.76003,1.7822073692023932,
66316.79338,1.51178905369396,
66316.82672,1.7000813670348922,
66316.86003,1.5958824785295953,
66316.89338,1.4770778501971713,
66316.92669,1.3871691607833516,
66316.96003,1.727586744395228,
66316.99338,1.6681469110189877,
66317.02672,1.7328125085174808,
66317.06003,1.8279948902928493,
66317.09338,2.0891904302815907,
66317.12669,2.281031703449358,
66317.16003,2.465154286920605,
66317.19334,2.362307117799388,
66317.22669,2.644240483394223,
66317.26003,2.4076256842627335,
66317.29334,2.7069348719309465,
66317.32669,2.117020201429978,
66317.36003,1.759407319816945,
66317.39334,3.0609037595931907,
66317.42669,2.3525310380696327,
66317.46,2.5629066892766286,
66317.49334,2.9214363440747007,
66317.52669,2.1079608332195496,
66317.56,2.457453303328918,
66317.59334,1.8860468080390846,
66317.62669,2.228235538947105,
66317.66,1.627617564003046,
66317.69334,2.4478472961430873,
66317.72669,1.8265936441936075,
66317.76,2.02134289521211,
66317.79334,1.8775902707538819,
66317.82666,1.2515331615351823,
66317.86,1.452129854071425,
66317.89334,1.7803411877823807,
66317.92666,1.6182375882981428,
66317.96,2.2694427553083,
66317.99334,1.8299494406021841,
66318.02666,1.9361066657104216,
