,Time stamps (secs),Mean of events,1,2
Time of event onsets (secs),,,66250.72934,66324.05978
Time to baseline (between -0.1 and 0.1) after event,,,2.066579999998794,2.999874999994063
Pre-event AUC,,,-1.2885014957147263,-0.6937371574505968
Post-event AUC,,,0.28130307400663046,4.578621749983178
Max values,,,4.638599015329663,3.3108821087992553
Time of max values,,,4.866479999996955,2.066579999998794
Max value above 1?,,,Yes,Yes
Filename,,,Example folder 1,Example folder 1
Custom name,,,Event,Event
Animal ID,,,WT,WT
,-4.999804999999469,0.8133225817684389,1.839155578047785,-0.21251041451090724
,-4.966480000002775,1.3140127431972959,0.5060598126040632,2.1219656737905286
,-4.9331400000010035,1.0605486305487943,1.5742809698816511,0.5468162912159373
,-4.899805000000924,0.7005194236654826,0.1704132706716575,1.2306255766593077
,-4.866479999996955,0.47271542087133595,0.0805233516581046,0.8649074900845672
,-4.833140000002459,1.2382863345755704,1.3880094376917245,1.088563231459416
,-4.7998050000023795,-0.09761562642962301,-0.7953848509088417,0.6001535980495957
,-4.76647999999841,1.0513377730110756,1.457848475497424,0.6448270705247272
,-4.733169999999518,1.2870395810679593,2.4005568005022706,0.17352236163364795
,-4.699820000001637,0.17502746559057764,0.4321324818720133,-0.08207755069085805
,-4.666479999999865,0.9834184765418026,2.165238024266909,-0.19840107118330366
,-4.633170000000973,0.791548464665915,2.252257370353999,-0.6691604410221692
,-4.599820000003092,-0.24071050792020932,0.21871782097577722,-0.7001388368161958
,-4.56648000000132,1.6466266774571265,2.235558238971718,1.057695115942535
,-4.533170000002428,0.7307752097858027,0.5733411119409625,0.888209307630643
,-4.499819999997271,-0.648902928572191,-1.1549445269629974,-0.1428613301813846
,-4.466480000002775,0.4052145330855368,0.06372721965122163,0.7467018465198519
,-4.433170000003884,1.0539221222371447,1.2658838592681492,0.8419603852061401
,-4.399819999998726,1.1322826785367393,1.838859100409831,0.42570625666364736
,-4.366509999999835,1.094741732636702,0.9051778050308953,1.2843056602425087
,-4.333169999998063,0.4424409090848591,0.5266763135456447,0.3582055046240735
,-4.299820000000182,-0.274221890438783,-0.6925907399550179,0.14414695907745187
,-4.26651000000129,-0.09341478062026373,-0.062569647114077,-0.12425991412645046
,-4.233169999999518,-0.1713732234327746,-1.2956743317435384,0.9529278848779892
,-4.199820000001637,-0.6751876692013117,-0.9270736208543534,-0.42330171754827006
,-4.166510000002745,0.16301045173267453,0.507616569097381,-0.18159566563203192
,-4.133170000000973,-0.030481736243866187,-1.268409447796216,1.2074459753084836
,-4.099840000002587,0.2135437528173849,-1.2808455638552052,1.707933069489975
,-4.0665100000042,-0.3055694681348018,-0.4287800577845643,-0.18235887848503926
,-4.033170000002428,-0.15130168262182275,-0.7625733655856981,0.4599700003420526
,-3.9998600000035367,0.6166207912787163,0.21141589028463106,1.0218256922728015
,-3.9665099999983795,0.30770811103740336,0.11374286368082219,0.5016733583939845
,-3.9331700000038836,0.5257103326319086,0.021642640488546395,1.0297780247752708
,-3.899859999997716,1.0810055039333517,0.9391076581187346,1.2229033497479689
,-3.8665099999998347,0.6910166479099639,1.5628752936357915,-0.1808419978158638
,-3.833200000000943,0.11319573045013591,0.19350306724730978,0.032888393652962034
,-3.799859999999171,-0.12939021482838858,-0.15079012706622388,-0.10799030259055328
,-3.76651000000129,1.0866870199577128,1.0654461795481638,1.107927860367262
,-3.733200000002398,-0.826711207862264,-0.8914894674207499,-0.7619329483037781
,-3.6998600000006263,-0.31391426040305304,-0.5906028371845602,-0.037225683621545894
,-3.666510000002745,-0.22538541464110096,-0.39012350280049995,-0.06064732648170197
,-3.6331999999965774,-0.20808406217183667,0.9525945991554653,-1.3687627234991386
,-3.5998600000020815,-0.4780263394896912,-0.5870254083099792,-0.36902727066940316
,-3.5665399999998044,0.16764738850909994,0.45307021506790457,-0.11777543804970467
,-3.5331999999980326,0.32508479290158937,0.3538296825635957,0.29633990323958304
,-3.4998600000035367,-0.24718575998835468,-0.9013902480168153,0.40701872804010597
,-3.4665400000012596,1.1516988015911833,0.5011094223060304,1.8022881808763365
,-3.4331999999994878,-0.042493879004027846,-0.7007236334458858,0.6157358754378301
,-3.399859999997716,1.1907837645087505,0.8267066632811413,1.5548608657363596
,-3.366540000002715,0.6605691935360711,1.6839112872559299,-0.36277290018378766
,-3.333200000000943,0.7797294177731358,0.7702808730847366,0.7891779624615348
,-3.299875000004249,0.14591148561234737,0.7788989718196734,-0.48707600059497863
,-3.266539999996894,1.5418828292334361,2.3003484384355932,0.7834172200312789
,-3.233200000002398,0.8344862659629173,0.24625442794453167,1.422718103981303
,-3.1998900000035064,0.7156833885161685,-0.05724908575070958,1.4886158627830466
,-3.1665399999983492,0.25387406245093913,-0.03814564894050181,0.54589377384238
,-3.1332150000016554,0.2517331818054548,-0.6759498493717542,1.1794162129826637
,-3.0998899999976857,1.4736753789597206,1.224726902422957,1.7226238554964843
,-3.0665399999998044,1.5659717832498297,1.115073277851568,2.0168702886480916
,-3.0332300000009127,0.29557965175490936,-0.08334138947922225,0.6745006929890409
,-2.999889999999141,0.6531390138629473,0.14873664276434218,1.1575413849615523
,-2.9665400000012596,0.23313822868642256,-0.39978604655762867,0.8660625039304738
,-2.933230000002368,-0.10518917598732248,0.021759122086470174,-0.23213747406111515
,-2.899890000000596,-0.6158543969336856,-1.1046571599118538,-0.12705163395551733
,-2.8665800000017043,-0.3711727376201436,-1.1873601824129947,0.4450147071727076
,-2.833230000003823,-0.899132220576842,-1.2262171186017565,-0.5720473225519273
,-2.7998900000020512,-0.5743871236561764,-0.4865919104221934,-0.6621823368901594
,-2.7665800000031595,0.794883140519597,0.44445211633302334,1.1453141647061706
,-2.7332299999980023,-0.013523434087572173,0.35787283570881245,-0.3849197038839568
,-2.6998900000035064,0.3083627806729189,0.5534003323756502,0.0633252289701875
,-2.6665800000046147,-0.1383779492065388,-0.6465081474282596,0.369752249015182
,-2.6332299999994575,0.005245868891399719,-0.6909664406747456,0.701458178457545
,-2.5999050000027637,0.0017732934777073273,-0.38225739979487094,0.3858039867502856
,-2.566579999998794,0.6754400498821832,0.16848869472359543,1.182391405040771
,-2.5332300000009127,0.050478573245923364,-0.5737664979328476,0.6747236444246943
,-2.499905000004219,0.5852714330522292,0.905858458943302,0.2646844071611564
,-2.466580000000249,-0.3208086223946352,-1.3959191020252095,0.7543018572359391
,-2.433230000002368,-0.11543326327935555,-0.9767656810189427,0.7458991544602316
,-2.399905000005674,-0.6926596451224988,-1.5909546723856443,0.2056353821406466
,-2.3665800000017043,-0.7340201885978626,-0.5723221946924947,-0.8957181825032304
,-2.333245000001625,0.6856006003915357,-0.025327708217594835,1.3965289090006663
,-2.2999199999976554,0.547626392925584,0.4520528762727141,0.643199909578454
,-2.2665800000031595,0.05385239633878393,-0.24240369759518568,0.35010849027275354
,-2.2332600000008824,-0.044624907943945094,-0.06031655476481072,-0.02893326112307946
,-2.1999199999991106,0.8526437688659763,1.918536308561001,-0.21324877082904847
,-2.1665800000046147,-0.44723234174057563,0.0662873097305566,-0.9607519932117079
,-2.1332600000023376,-1.5595123439666292,-1.5784865175633493,-1.5405381703699093
,-2.099920000000566,-0.7089877978076787,-0.4744793782281597,-0.9434962173871977
,-2.066594999996596,-0.6153808059943433,-0.07293995101066941,-1.1578216609780172
,-2.033259999996517,-0.17027743477732643,0.4399985848776423,-0.7805534544322952
