,Time stamps (secs),Mean of events,1,2,1,2,1,2
Time of event onsets (secs),,,66250.72934,66324.05978,66236.496576,66260.412288,2158.880832,2177.496768
Time to baseline (between -0.1 and 0.1) after event,,,2.066579999998794,2.999874999994063,0.14167799999995623,0.14167799999995623,0.14166400000021895,0.241664000000128
Pre-event AUC,,,-1.2885014957147263,-0.6937371574505968,-0.7018391113306277,-0.9978467890043834,-0.4824709186062007,-1.086491354565613
Post-event AUC,,,0.28130307400663046,4.578621749983178,-5.238161811502161,-1.5359901693338691,-4.33982248194336,-1.6485038854550003
Max values,,,4.638599015329663,3.3108821087992553,2.712918241965517,2.4166072670973917,2.003309213144582,2.1916819069006523
Time of max values,,,4.866479999996955,2.066579999998794,4.9414879999967525,-2.1249120000065886,-2.89153599999986,3.67488000000003
Max value above 1?,,,Yes,Yes,Yes,Yes,Yes,Yes
Filename,,,Example folder 1,Example folder 1,Example folder 2,Example folder 2,Example folder 3,Example folder 3
Custom name,,,Event,Event,Event,Event,Event,Event
Animal ID,,,WT,WT,HET,HET,WT,WT
,-4.994239333336736,0.5352255430260561,1.839155578047785,-0.21251041451090724,0.12490409092656884,0.8798535049724758,-0.44140037207923977,1.021350870799653
,-4.96091166666929,-0.055243608605067496,0.5060598126040632,2.1219656737905286,0.47666208737978166,-2.170601493422676,0.03540671251854109,-1.3009544445006436
,-4.927574000000884,0.5181103715556165,1.5742809698816511,0.5468162912159373,0.17538972776136533,0.6839482786836794,1.2594734596779384,-1.1312464978868726
,-4.894244333334579,0.4098010198936662,0.1704132706716575,1.2306255766593077,1.8392646524257545,-0.3527922035638974,0.42006200179274755,-0.8487671786235724
,-4.860911666667865,0.0485130449191426,0.0805233516581046,0.8649074900845672,1.0124782374145005,-0.3809394153951398,-0.731834014601031,-0.5540573796461459
,-4.827574000004309,0.5703209576886145,1.3880094376917245,1.088563231459416,-0.00859274091584629,-0.24423918659054006,0.594527038748696,0.6036579657382364
,-4.794249666671324,0.23172315093789697,-0.7953848509088417,0.6001535980495957,1.2245948587139832,0.5964168312292495,-0.5097870437284171,0.27434551227181236
,-4.76091166666644,0.19862246403226727,1.457848475497424,0.6448270705247272,0.642316264180504,-0.664561717527403,-0.25823958655252066,-0.6304557219291278
,-4.727589000000687,0.6145515354389955,2.4005568005022706,0.17352236163364795,1.74493185135055,1.2614101378422857,-1.8218355337945864,-0.07127640490019424
,-4.694254666669167,0.2765491805436922,0.4321324818720133,-0.08207755069085805,1.8750706083240047,-0.7052414835388333,-0.45573877864332973,0.5951498059391565
,-4.660917000003185,0.2530780017503153,2.165238024266909,-0.19840107118330366,0.9147651892607913,0.4094422894769196,-0.18531204396703208,-1.5872643773523927
,-4.627589000004112,0.38591882052999105,2.252257370353999,-0.6691604410221692,1.0340072501667146,0.4195168949786786,-0.3265852401389222,-0.39452291115835436
,-4.594254666667742,-0.9489586073813981,0.21871782097577722,-0.7001388368161958,-0.4700033421426704,-1.7816330507360398,-0.563820134026839,-2.3968741015424215
,-4.560923666668259,0.31624811143005765,2.235558238971718,1.057695115942535,-1.2768866768025553,0.5837434522111501,0.3190442234197488,-1.0216656851622508
,-4.527589000002611,0.37440280158319555,0.5733411119409625,0.888209307630643,1.1659558267519303,-0.3433448956489024,-1.5883178376694187,1.5505732964939585
,-4.494254666668667,-0.31775805047137456,-1.1549445269629974,-0.1428613301813846,0.8229648224376502,-0.2562999209433251,-1.2454422583405786,0.07003491116238837
,-4.460923666669108,0.33337917341536216,0.06372721965122163,0.7467018465198519,1.373645348474903,-0.06981641763573841,-0.5614053073662262,0.44742235084816084
,-4.427589000003536,-0.14675225235141195,1.2658838592681492,0.8419603852061401,-0.015333062569820675,-1.8697277496749134,-0.45135747368768153,-0.6519394726503456
,-4.394254666667166,0.3424746381077419,1.838859100409831,0.42570625666364736,1.0044905417672056,-1.4203061285143266,-0.041516141720893046,0.24761420004098691
,-4.36093866666791,0.3384143320470874,0.9051778050308953,1.2843056602425087,-0.27377060080415544,-0.9616401500905436,-0.76280710648247,1.8392203843862895
,-4.327589000002111,0.16423207255555672,0.5266763135456447,0.3582055046240735,1.015756635433645,-0.22805029757575815,-0.04585642861366606,-0.6413392920805987
,-4.294265000003179,-0.1547228731043543,-0.6925907399550179,0.14414695907745187,0.41269898386066733,-0.3744749422086326,-0.7047635297449772,0.28664603034438263
,-4.2609440000022305,0.003300371702653848,-0.062569647114077,-0.12425991412645046,0.005309628301480491,-0.8148909246518248,-0.010913868360403823,1.0271269561671987
,-4.227599666667326,-0.5652615287905499,-1.2956743317435384,0.9529278848779892,-1.6547046343501357,0.007190516381402678,-0.572783327990319,-0.8285252799186981
,-4.194265000001754,-0.0917887862372384,-0.9270736208543534,-0.42330171754827006,0.9777393065174034,-0.06217415194489514,0.979661025955948,-1.0955835595492633
,-4.160944000003231,0.29815084237747363,0.507616569097381,-0.18159566563203192,1.2796577805497111,0.36801174723705005,-0.5332588787335476,0.3484735017462792
,-4.1275996666707515,0.1726376322743912,-1.268409447796216,1.2074459753084836,0.14770582650539116,0.36043350371492616,0.11510454344259047,0.4735453924711717
,-4.094271666669253,-0.2892590499663539,-1.2808455638552052,1.707933069489975,-0.35904668152440294,-1.1860126511873579,-0.2798528226719291,-0.3377296500492033
,-4.060944000001807,-0.4137331810553812,-0.4287800577845643,-0.18235887848503926,0.022333049011309922,0.7703211283175124,-1.3774224600953364,-1.2864918672961694
,-4.027599666669327,-0.5003684754779704,-0.7625733655856981,0.4599700003420526,0.3762520824112821,-1.0487427327813201,-1.1821420169071466,-0.844974820346992
,-3.994283333335943,0.0014235658530265722,0.21141589028463106,1.0218256922728015,0.5778088953068585,-0.28639941402027774,0.03843395980785841,-1.5545436285337124
,-3.9609493333361265,0.21260135715107317,0.11374286368082219,0.5016733583939845,-0.02268698123547154,-0.5807172289908912,1.2564872304514467,0.007108900606548301
,-3.927599666670176,0.47130938078887086,0.021642640488546395,1.0297780247752708,0.9356734364321762,-0.4041949397690745,1.0912893446306575,0.15366777817564858
,-3.8942886666678382,0.7847237251121427,0.9391076581187346,1.2229033497479689,0.8796255202796932,-0.44225673758004475,0.5580708548485391,1.550891705257965
,-3.8609493333345504,0.3978819744101078,1.5628752936357915,-0.1808419978158638,0.7973812843313524,-1.5766965529288615,0.4965213328870936,1.2880524863511345
,-3.8276146666689783,0.011508767386835947,0.19350306724730978,0.032888393652962034,1.1785794889577759,-1.7628389740213974,-0.43383225384923885,0.8607528823336044
,-3.7942886666687627,-0.2558555370071094,-0.15079012706622388,-0.10799030259055328,0.5622017246938292,-0.520564870943155,-0.28735407955256026,-1.0306355665839932
,-3.760949333335551,0.11982921948130454,1.0654461795481638,1.107927860367262,-0.24551042720658361,-0.17851849818506357,-2.2509938231291144,1.2206240254931633
,-3.7276146666699788,0.15799237633714477,-0.8914894674207499,-0.7619329483037781,1.4976272247051337,0.01735016329028325,0.5588945280205115,0.5275047577314683
,-3.694288666667338,-0.055088848704678284,-0.5906028371845602,-0.037225683621545894,1.1372132459810775,-0.7939443093139522,0.6292583464616716,-0.6752318545507605
,-3.6609543333358183,-0.006919672485984722,-0.39012350280049995,-0.06064732648170197,-0.5869329962933583,0.9076678733262165,1.4067753071466391,-1.3182573898132037
,-3.627614666668554,-0.38769737371168306,0.9525945991554653,-1.3687627234991386,-1.4478185810347415,-0.8035790941059944,0.4331132120399261,-0.0917316548256152
,-3.5942886666707636,-0.13384456814036863,-0.5870254083099792,-0.36902727066940316,0.21054557730008946,-0.2745563071742156,-0.27824649439801435,0.4952424944093111
,-3.560964333335354,0.3418682649057585,0.45307021506790457,-0.11777543804970467,1.3530176612438805,0.3307756798355739,0.4724522520355518,-0.44033078069865494
,-3.5276200000004487,0.5414874735466206,0.3538296825635957,0.29633990323958304,0.9622843210350792,0.7131900422330714,-0.3347764474930346,1.258057339701429
,-3.4942940000026588,0.26455950701503084,-0.9013902480168153,0.40701872804010597,1.1765326385026242,1.3111294141101544,-0.6478734266332584,0.2419399360873741
,-3.4609693333356213,0.47486643100856946,0.5011094223060304,1.8022881808763365,0.3779255433217786,0.5464287097195047,0.3001907891998799,-0.678744059372113
,-3.427625333334769,-0.2687100624633163,-0.7007236334458858,0.6157358754378301,0.8266903026662803,-2.0059031163628016,-0.5977277685750466,0.24966796549972584
