,Time stamps (secs),Mean of events,1,2
Time of event onsets (secs),,,2158.880832,2177.496768
Time to baseline (between -0.1 and 0.1) after event,,,0.14166400000021895,0.241664000000128
Pre-event AUC,,,-0.4824709186062007,-1.086491354565613
Post-event AUC,,,-4.33982248194336,-1.6485038854550003
Max values,,,2.003309213144582,2.1916819069006523
Time of max values,,,-2.89153599999986,3.67488000000003
Max value above 1?,,,Yes,Yes
Filename,,,Example folder 3,Example folder 3
Custom name,,,Event,Event
Animal ID,,,WT,WT
,-4.991455999999744,0.28997524936020663,-0.44140037207923977,1.021350870799653
,-4.9581279999997605,-0.6327738659910512,0.03540671251854109,-1.3009544445006436
,-4.924799999999777,0.06411348089553293,1.2594734596779384,-1.1312464978868726
,-4.891455999999835,-0.21435258841541244,0.42006200179274755,-0.8487671786235724
,-4.8581279999998515,-0.6429456971235885,-0.731834014601031,-0.5540573796461459
,-4.824799999999868,0.5990925022434661,0.594527038748696,0.6036579657382364
,-4.791471999999885,-0.11772076572830237,-0.5097870437284171,0.27434551227181236
,-4.758127999999942,-0.44434765424082423,-0.25823958655252066,-0.6304557219291278
,-4.724799999999959,-0.9465559693473903,-1.8218355337945864,-0.07127640490019424
,-4.691471999999976,0.06970551364791336,-0.45573877864332973,0.5951498059391565
,-4.658143999999993,-0.8862882106597124,-0.18531204396703208,-1.5872643773523927
,-4.62480000000005,-0.3605540756486383,-0.3265852401389222,-0.39452291115835436
,-4.591472000000067,-1.4803471177846301,-0.563820134026839,-2.3968741015424215
,-4.558144000000084,-0.351310730871251,0.3190442234197488,-1.0216656851622508
,-4.524799999999914,-0.01887227058773011,-1.5883178376694187,1.5505732964939585
,-4.491471999999931,-0.5877036735890951,-1.2454422583405786,0.07003491116238837
,-4.45814399999972,-0.05699147825903267,-0.5614053073662262,0.44742235084816084
,-4.424799999999777,-0.5516484731690136,-0.45135747368768153,-0.6519394726503456
,-4.391471999999794,0.10304902916004693,-0.041516141720893046,0.24761420004098691
,-4.358143999999811,0.5382066389519098,-0.76280710648247,1.8392203843862895
,-4.324799999999868,-0.34359786034713236,-0.04585642861366606,-0.6413392920805987
,-4.291487999999845,-0.2090587497002973,-0.7047635297449772,0.28664603034438263
,-4.258159999999862,0.5081065439033975,-0.010913868360403823,1.0271269561671987
,-4.2248319999998785,-0.7006543039545086,-0.572783327990319,-0.8285252799186981
,-4.191487999999936,-0.057961266796657696,0.979661025955948,-1.0955835595492633
,-4.158159999999953,-0.09239268849363419,-0.5332588787335476,0.3484735017462792
,-4.124831999999969,0.2943249679568811,0.11510454344259047,0.4735453924711717
,-4.091488000000027,-0.3087912363605662,-0.2798528226719291,-0.3377296500492033
,-4.0581600000000435,-1.331957163695753,-1.3774224600953364,-1.2864918672961694
,-4.02483200000006,-1.0135584186270692,-1.1821420169071466,-0.844974820346992
,-3.9914879999998902,-0.758054834362927,0.03843395980785841,-1.5545436285337124
,-3.958176000000094,0.6317980655289975,1.2564872304514467,0.007108900606548301
,-3.9248319999996966,0.622478561403153,1.0912893446306575,0.15366777817564858
,-3.891503999999941,1.0544812800532521,0.5580708548485391,1.550891705257965
,-3.8581759999997303,0.892286909619114,0.4965213328870936,1.2880524863511345
,-3.8248319999997875,0.21346031424218276,-0.43383225384923885,0.8607528823336044
