,Time stamps (secs),Mean of events,1,2
Time of event onsets (secs),,,66236.496576,66260.412288
Time to baseline (between -0.1 and 0.1) after event,,,0.14167799999995623,0.14167799999995623
Pre-event AUC,,,-0.7018391113306277,-0.9978467890043834
Post-event AUC,,,-5.238161811502161,-1.5359901693338691
Max values,,,2.712918241965517,2.4166072670973917
Time of max values,,,4.9414879999967525,-2.1249120000065886
Max value above 1?,,,Yes,Yes
Filename,,,Example folder 2,Example folder 2
Custom name,,,Event,Event
Animal ID,,,HET,HET
,-4.991457000010996,0.5023787979495223,0.12490409092656884,0.8798535049724758
,-4.958127000005334,-0.8469697030214471,0.47666208737978166,-2.170601493422676
,-4.924782000001869,0.4296690032225223,0.17538972776136533,0.6839482786836794
,-4.891472000002977,0.7432362244309285,1.8392646524257545,-0.3527922035638974
,-4.858127000006789,0.31576941100968037,1.0124782374145005,-0.3809394153951398
,-4.8247820000106,-0.12641596375319317,-0.00859274091584629,-0.24423918659054006
,-4.791472000011709,0.9105058449716164,1.2245948587139832,0.5964168312292495
,-4.758127000000968,-0.01112272667344949,0.642316264180504,-0.664561717527403
,-4.724797000002582,1.503170994596418,1.74493185135055,1.2614101378422857
,-4.691472000005888,0.5849145623925858,1.8750706083240047,-0.7052414835388333
,-4.658127000009699,0.6621037393688555,0.9147651892607913,0.4094422894769196
,-4.624797000011313,0.7267620725726966,1.0340072501667146,0.4195168949786786
,-4.591472000000067,-1.1258181964393552,-0.4700033421426704,-1.7816330507360398
,-4.558147000003373,-0.3465716122957026,-1.2768866768025553,0.5837434522111501
,-4.524797000005492,0.4113054655515139,1.1659558267519303,-0.3433448956489024
,-4.491472000008798,0.28333245074716257,0.8229648224376502,-0.2562999209433251
,-4.458147000004828,0.6519144654195823,1.373645348474903,-0.06981641763573841
,-4.424797000006947,-0.942530406122367,-0.015333062569820675,-1.8697277496749134
,-4.391472000002977,-0.20790779337356047,1.0044905417672056,-1.4203061285143266
,-4.358162000004086,-0.6177053754473495,-0.27377060080415544,-0.9616401500905436
,-4.324797000008402,0.3938531689289434,1.015756635433645,-0.22805029757575815
,-4.291487000009511,0.019112020826017373,0.41269898386066733,-0.3744749422086326
,-4.258162000005541,-0.40479064817517213,0.005309628301480491,-0.8148909246518248
,-4.224797000002582,-0.8237570589843665,-1.6547046343501357,0.007190516381402678
,-4.19148700000369,0.4577825772862541,0.9777393065174034,-0.06217415194489514
,-4.158162000006996,0.8238347638933806,1.2796577805497111,0.36801174723705005
,-4.124797000011313,0.25406966511015866,0.14770582650539116,0.36043350371492616
,-4.091487000005145,-0.7725296663558804,-0.35904668152440294,-1.1860126511873579
,-4.058162000001175,0.3963270886644112,0.022333049011309922,0.7703211283175124
,-4.024797000005492,-0.33624532518501904,0.3762520824112821,-1.0487427327813201
,-3.9915020000044024,0.1457047406432904,0.5778088953068585,-0.28639941402027774
,-3.9581620000099065,-0.30170210511318135,-0.02268698123547154,-0.5807172289908912
,-3.924797000006947,0.2657392483315508,0.9356734364321762,-0.4041949397690745
,-3.8915020000058576,0.21868439134982423,0.8796255202796932,-0.44225673758004475
,-3.8581620000040857,-0.38965763429875455,0.7973812843313524,-1.5766965529288615
,-3.8248120000062045,-0.2921297425318108,1.1785794889577759,-1.7628389740213974
,-3.7915020000073127,0.020818426875337137,0.5622017246938292,-0.520564870943155
,-3.758162000005541,-0.21201446269582358,-0.24551042720658361,-0.17851849818506357
,-3.7248120000076597,0.7574886939977085,1.4976272247051337,0.01735016329028325
,-3.691502000001492,0.17163446833356266,1.1372132459810775,-0.7939443093139522
,-3.658177000004798,0.1603674385164291,-0.5869329962933583,0.9076678733262165
,-3.624812000009115,-1.125698837570368,-1.4478185810347415,-0.8035790941059944
,-3.591502000010223,-0.03200536493706306,0.21054557730008946,-0.2745563071742156
,-3.5581770000062534,0.8418966705397272,1.3530176612438805,0.3307756798355739
,-3.524812000003294,0.8377371816340753,0.9622843210350792,0.7131900422330714
,-3.4915020000044024,1.2438310263063892,1.1765326385026242,1.3111294141101544
,-3.4581920000055106,0.4621771265206417,0.3779255433217786,0.5464287097195047
,-3.4248120000047493,-0.5896064068482607,0.8266903026662803,-2.0059031163628016
,-3.3915170000109356,0.053808429951955186,0.012818093399012557,0.09479876650489781
,-3.35819199999969,0.3058277279419031,0.6526992125895485,-0.04104375670574232
,-3.3248120000062045,-0.30193356436734353,-0.44520708441939244,-0.15866004431529457
,-3.291517000005115,0.8007385026869063,2.1410407761047665,-0.5395637707309541
,-3.258192000008421,0.34094228509999147,1.162806618864785,-0.480922048664802
,-3.2248120000076597,1.572021196010241,1.0924745909968876,2.0515678010235945
,-3.1915370000060648,0.8134007802352006,0.9250129558859186,0.7017886045844827
,-3.1581920000026003,0.1748934799250248,0.1363267232644659,0.2134602365855837
,-3.124812000009115,-1.7511488724068145,-1.00558726860175,-2.496710476211879
,-3.09153700000752,0.31231634488899374,0.07926011847555295,0.5453725713024346
,-3.0581920000113314,0.4719427882842866,1.2103067550530469,-0.2664211784844736
,-3.0248670000000857,-0.21620451610934288,0.6455288120727636,-1.0779378442914493
,-2.991537000001699,0.12532914341662227,-1.018349289215031,1.2690075760482755
,-2.9581920000055106,-0.3751886749026704,0.4151687446094769,-1.1655460944148177
,-2.924882000006619,-0.14574457044256195,-0.3883041868709771,0.09681504598585323
,-2.8915370000104303,-1.0065379208748562,-1.5137821908837483,-0.4992936508659639
